ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
203039,202523,205698,101167,203010,201802,200325,203457,201350,204813,200384
203040,103405,200447,204672,202749,200049,204813,100347,300008,200383,100282
203041,301306,301946,104197,100567,304796,300367,402909,103827,201274,303815
203042,203161,402066,100545,101852,305527,200503,300786,203514,202726,103665
203043,202813,103994,202934,205002,104570,101962,304460,100580,402729,400140
203044,203164,201205,101260,106387,104271,105552,304634,201133,100417,302430
203045,105810,201968,105060,304917,303258,205359,205408,103042,305594,104811
203046,101027,204718,305397,400892,303743,201937,203437,202328,106190,101234
203047,202218,202108,204333,101063,105255,202080,202004,103265,101770,100123
203048,102128,101356,301661,202503,102457,202536,105694,202593,202533,101103
203049,203340,200832,201818,100041,301084,200135,302533,304373,104234,402530
203050,100719,200216,205408,103867,100800,103343,203344,201760,200844,106306
203051,300815,305937,103842,500268,202977,100927,101171,101978,402519,300008
203052,202450,500215,102423,105761,301946,100567,301668,104069,402602,300645
203053,402409,101768,305709,401438,500149,100167,204503,100099,202791,202778
203054,101424,201237,101315,200093,301405,106468,202536,200046,205529,300061
203055,200560,203010,203842,105761,202153,100736,200906,200632,103552,204226
203056,100666,200283,200351,200133,100030,200357,200882,103074,201322,200111
203057,101022,102912,201001,205377,400415,205024,100104,102036,400023,205297
203058,103154,203174,200608,204971,100328,102689,205729,202448,300381,304165
203059,205459,301472,106030,200806,200827,200070,101167,200102,200844,303697
203060,205408,204643,200099,201218,105750,402530,402666,103313,203126,203852
203061,100774,106337,202705,202546,101652,202382,203115,103017,200509,200118
203062,203555,302470,100118,202054,201864,204708,201350,200191,203042,301271
203063,202745,203445,102448,101553,104102,200449,202712,204555,201142,202752
203064,104426,200468,104793,101520,100625,104514,203030,203261,201471,300695
203065,201599,203483,203445,100122,200054,200722,200423,105669,202709,200138
203066,202934,200356,106356,200108,203993,100848,100110,306699,101054,302863
203067,100849,200324,300381,204695,200032,204672,200891,300008,200676,200513
203068,203386,204328,202092,304096,204359,203602,200379,103791,200063,200717
203069,201910,101500,203010,200356,100307,202536,302866,204287,200259,200586
203070,204007,203290,203887,104711,202063,203812,202952,200405,203402,306601
203071,200436,200405,102033,105518,205152,202477,204064,101270,100384,100123
203072,300872,100077,102967,500228,300008,101193,101004,301584,402031,300233
203073,202758,203679,201793,500361,402508,200673,400535,500714,401783,100405
203074,202570,202297,200612,201075,202536,200207,202849,200926,201074,200992
203075,100058,201274,203059,101955,303003,102805,100201,303676,105278,103268
203076,204493,100545,103074,302866,105926,202672,200039,204852,205261,205706
203077,403029,103074,204186,200889,106120,103808,300551,101167,204477,106419
203078,302603,203296,202403,202849,301549,102267,205008,401460,101377,400525
203079,100040,202852,105410,203964,204063,202332,101777,201176,100980,101803
203080,302520,203931,204493,103587,104605,106536,105032,306432,105478,102600
203081,203246,403111,100592,300320,200736,200748,202026,202364,106631,205180
203082,304500,203740,202851,203300,203892,104241,304074,203498,302743,302843
203083,200891,201424,203042,105921,104215,302660,200631,203847,200518,201479
203084,201494,204315,100572,200361,204383,202744,201360,201538,204619,204940
203085,202448,200336,202582,202173,204898,205492,200005,100156,201296,100524
203086,300302,200039,202855,202153,203808,202472,205615,203040,106459,102001
203087,200739,201789,202736,100366,205458,201760,105166,300271,102008,101167
203088,300097,204074,200118,200356,104248,204735,203365,200767,102008,200530
203089,105636,203307,200084,203203,103519,204434,105556,203852,204759,103360
203090,200386,205616,100220,102895,101483,306222,200851,305904,105399,104984
203091,103665,101167,202109,101852,200676,101805,300551,402530,203282,101426
203092,203777,102699,106381,305390,500428,105926,102099,102093,305244,402054
203093,204991,104343,200384,205498,200016,200054,200133,204493,205575,203668
203094,305527,202015,200504,103449,306193,106538,200825,201909,101701,303458
203095,202609,205449,204488,205395,100429,303595,401505,305527,105275,106686
203096,200648,400851,202889,102031,202017,302210,102053,105584,200548,101600
203097,303897,204359,200918,202293,102029,100016,402039,101367,202744,100075
203098,201524,202875,104103,104865,100120,200524,203217,200039,200647,205682
203099,200375,205715,204127,200535,201498,102108,200115,202570,201202,204876
203100,205698,101193,203457,201910,102168,302823,100077,200383,300008,201221
203101,203514,300705,300205,301283,200534,100063,101167,200676,203517,200392
203102,304483,300082,500294,305022,200415,201088,402724,304772,203111,200374
203103,401093,105104,305872,104294,104594,103000,305338,500548,203928,400947
203104,106107,202941,203496,401019,103791,306480,100895,203595,400860,204991
203105,200267,304395,304500,400557,101193,101616,202565,202437,200032,200356
203106,203324,100955,201202,400011,301339,300978,304637,205070,201190,305972
203107,305529,100641,200945,304371,304708,201955,301069,300931,203161,100182
203108,104288,104209,104026,106355,103539,302331,105783,204469,204941,106371
203109,102160,202696,204535,403257,402741,203687,101784,203099,303394,303595
203110,102391,203839,101106,101426,200530,106564,304314,204581,202295,302377
203111,102484,102192,203162,400612,300347,203551,301816,103138,300477,305764
203112,100156,201910,402066,201108,304932,103791,203842,106538,202536,200268
203113,202332,100736,100504,304463,101780,200216,204034,201116,500268,400269
203114,203378,304600,100370,205408,304291,304932,300876,200217,202962,400152
203115,100774,106337,202705,101652,103017,202382,202546,203061,200509,301743
203116,100943,204436,201364,200054,200205,201664,201962,203282,203820,304793
203117,205408,200102,204546,100156,104107,102889,205347,200099,203112,204134
203118,106081,100736,400612,202744,200411,100246,100023,201538,203512,100380
203119,300000,205331,105060,300952,100449,302980,201422,201310,102251,202254
203120,204979,102601,204187,303490,204757,205582,103264,200541,102108,200613
203121,400384,402207,305373,400366,305069,304331,202886,103605,201785,306428
203122,200810,402630,400451,302174,305393,200739,302164,102555,301343,103552
203123,300027,106170,106261,201542,100248,201005,203009,201193,102368,302875
203124,203609,100933,204971,100843,204499,202248,106752,101473,201795,104684
203125,301551,301496,103249,300596,100789,202900,305944,100251,104983,201325
203126,202294,106694,100328,202467,103125,201772,202193,102581,200893,200083
203127,203239,203006,203448,203343,203512,205608,101374,201303,103791,103998
203128,200164,202570,200084,202490,200947,203042,101308,303211,201266,200183
203129,104937,301680,500031,202054,201143,201217,106030,100829,205078,201031
203130,101365,300008,102650,205207,100016,100098,305108,302917,300025,303999
203131,201522,205116,203154,200739,304592,205078,200184,103865,101389,201436
203132,101568,102762,203850,201274,201758,402982,105054,301534,203776,103753
203133,202773,203243,203344,200926,105167,204685,202536,204748,100345,101945
203134,104671,103194,305712,402179,400000,305411,102843,103650,303374,305002
203135,203246,101837,300000,205062,202536,203555,201230,204333,402978,200324
203136,202310,106625,205378,201708,203464,204096,301835,106076,205327,301666
203137,203298,201408,100184,204239,202523,203471,400611,200708,100366,203820
203138,202779,200947,101022,303135,304447,204573,202565,205170,202687,100545
203139,203247,203350,203453,401140,106306,203623,400464,103737,401145,401066
203140,402066,305052,101392,304380,304858,106419,101600,200498,203042,204812
203141,200170,301580,105226,106553,304698,205068,201337,203682,200626,304579
203142,102259,104343,205627,102843,201837,103970,100571,200768,200864,106237
203143,105167,202569,205002,103476,306262,305738,203282,204493,105862,205142
203144,202650,202790,200619,203025,200707,200135,200359,201927,204194,202147
203145,205156,100607,200772,200733,203555,202295,202192,301688,202150,202026
203146,202501,102654,204976,305675,401037,204628,205691,101928,202654,300400
203147,203358,203460,202916,203259,104108,106750,102194,106497,104237,303375
203148,203263,205347,300038,102868,204623,100723,302971,104811,200223,201745
203149,101370,304443,100551,104481,302335,302043,301418,106065,401335,201716
203150,104215,106065,200968,102846,301584,204745,500215,204813,203010,100173
203151,305212,202157,303542,204104,104861,301973,105203,301995,202507,402760
203152,104154,104657,101507,101087,302578,401640,202152,300399,105205,303363
203153,204796,102290,103075,205657,103766,205002,100166,203344,202816,105163
203154,400109,202273,200739,202853,204686,200118,200167,203010,306003,204813
203155,304390,102793,203572,103067,301361,301049,100961,301170,301540,202581
203156,104444,304522,100504,201479,203588,103312,301378,100023,200772,102391
203157,202046,204501,203042,200164,305775,100146,203184,204898,205492,100016
203158,105794,200331,105304,102227,101233,103690,106295,102416,200455,200228
203159,101740,203042,200168,203040,203512,302798,204814,401684,100177,100736
203160,205261,202536,204287,204808,201202,203295,205108,101984,105119,202825
203161,203042,202675,204321,306480,106694,304436,304853,106468,105534,306685
203162,101500,201202,205717,104863,402066,300551,205706,100760,203255,101166
203163,102750,200845,200250,204481,105752,303531,200841,301330,100928,401948
203164,203044,205476,102198,105500,101699,301887,204035,204907,300316,200926
203165,200458,203457,101699,202523,200216,200882,200339,100638,100366,102783
203166,100339,103988,301736,300083,302501,106308,204494,304961,303410,104876
203167,204373,106468,306039,103265,200578,201196,202464,100270,106124,402088
203168,305166,201085,101597,300005,100944,200303,201664,200344,202688,302001
203169,100380,103143,203512,103446,102967,202430,102705,203902,302798,101193
203170,306222,100792,302387,100627,203711,305111,300551,301219,500620,304094
203171,400860,203555,400612,103406,102177,304720,204651,104674,101150,203353
203172,100230,302759,100682,104596,200372,305911,203126,300061,202480,100154
203173,101016,100285,400766,100469,304447,106366,201155,102213,205007,300682
203174,103154,203058,201729,203091,202054,205476,300659,202573,200011,203241
203175,200739,300667,204503,203842,200874,101193,101199,203624,100023,200339
203176,105400,104938,100723,104147,200081,102581,100320,302523,106289,200595
203177,105718,200293,200631,100023,200676,300637,200493,101351,304662,106669
203178,205449,205476,201680,205335,200828,200289,205319,205141,304519,205599
203179,102390,401323,205446,102834,103348,103488,104861,105377,201913,202462
203180,200061,101074,202565,202402,200356,100768,103674,103770,200666,203852
203181,100366,100950,205035,400436,403029,100432,105084,400865,205657,301535
203182,200891,100179,204686,101500,203010,203512,200672,202401,200530,202464
203183,303334,202343,304218,203262,201422,300044,100023,500268,203555,201988
203184,205699,201327,201107,202277,301816,205301,200339,200676,202254,202080
203185,203812,203887,204007,202952,200405,203290,105530,302155,302140,203734
203186,203390,203291,301131,202867,305150,202865,202051,202581,102614,202136
203187,500261,105059,402769,306096,301283,106105,101790,100212,103489,104806
203188,102786,200647,200844,203304,301887,203400,301800,200608,205480,203847
203189,305306,102851,401210,200780,104371,303446,104435,105926,400877,205408
203190,302735,103930,103745,402049,103430,102905,203033,200458,103542,303129
203191,105665,204963,100773,106752,200372,400980,101428,104112,304991,203443
203192,202222,100983,106693,401685,106774,203668,106752,200757,300551,104163
203193,202570,102108,204651,200034,101837,200324,203551,203808,201910,204287
