Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL
Max and Moritz: With Many More Mischief Makers,9780486201818,https://www.goodreads.com/buy_buttons/12/follow?book_id=1066576&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.90,Struwwelpeter in English Translation (Dover Children's Classics),https://www.amazon.com/Struwwelpeter-English-Translation-Childrens-Classics/dp/0486284697/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486284697&pd_rd_r=JBKM1RYDGPQ4DKG8K3E5&pd_rd_w=pnPPC&pd_rd_wg=nFCAf&psc=1&refRID=JBKM1RYDGPQ4DKG8K3E5,Max and Moritz and Other Bad Boy Tales,https://www.amazon.com/Max-Moritz-Other-Bad-Tales/dp/091873617X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=091873617X&pd_rd_r=JBKM1RYDGPQ4DKG8K3E5&pd_rd_w=pnPPC&pd_rd_wg=nFCAf&psc=1&refRID=JBKM1RYDGPQ4DKG8K3E5,,,,,,
Our Mutual Friend,9780375761140,https://www.goodreads.com/buy_buttons/12/follow?book_id=31244&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.56,Little Dorrit (Penguin Classics),https://www.amazon.com/Little-Penguin-Classics-Charles-Dickens/dp/0141439963/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141439963&pd_rd_r=0D8S58GPZQKM1YF3K2HD&pd_rd_w=c5QXy&pd_rd_wg=5QqnW&psc=1&refRID=0D8S58GPZQKM1YF3K2HD,Dombey and Son (Penguin Classics),https://www.amazon.com/Dombey-Penguin-Classics-Charles-Dickens/dp/0140435468/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140435468&pd_rd_r=0D8S58GPZQKM1YF3K2HD&pd_rd_w=c5QXy&pd_rd_wg=5QqnW&psc=1&refRID=0D8S58GPZQKM1YF3K2HD,The Pickwick Papers (Penguin Classics),https://www.amazon.com/Pickwick-Papers-Penguin-Classics/dp/0140436111/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140436111&pd_rd_r=0D8S58GPZQKM1YF3K2HD&pd_rd_w=c5QXy&pd_rd_wg=5QqnW&psc=1&refRID=0D8S58GPZQKM1YF3K2HD,Bleak House (Penguin Classics),https://www.amazon.com/Bleak-Penguin-Classics-Charles-Dickens/dp/0141439726/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141439726&pd_rd_r=0D8S58GPZQKM1YF3K2HD&pd_rd_w=c5QXy&pd_rd_wg=5QqnW&psc=1&refRID=0D8S58GPZQKM1YF3K2HD,David Copperfield (Penguin Classics),https://www.amazon.com/Copperfield-Penguin-Classics-Charles-Dickens/dp/0140439447/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140439447&pd_rd_r=0D8S58GPZQKM1YF3K2HD&pd_rd_w=c5QXy&pd_rd_wg=5QqnW&psc=1&refRID=0D8S58GPZQKM1YF3K2HD
Notes from Underground,9780679734529,https://www.goodreads.com/buy_buttons/12/follow?book_id=49455&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.56,The Idiot (Vintage Classics),https://www.amazon.com/Idiot-Vintage-Classics-Fyodor-Dostoevsky/dp/0375702245/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0375702245&pd_rd_r=TGB61PR7CBVKKN578Z0J&pd_rd_w=Fi9e2&pd_rd_wg=WYg6F&psc=1&refRID=TGB61PR7CBVKKN578Z0J,The Brothers Karamazov,https://www.amazon.com/Brothers-Karamazov-Fyodor-Dostoevsky/dp/0374528373/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0374528373&pd_rd_r=TGB61PR7CBVKKN578Z0J&pd_rd_w=Fi9e2&pd_rd_wg=WYg6F&psc=1&refRID=TGB61PR7CBVKKN578Z0J,Demons: A Novel in Three Parts (Vintage Classics),https://www.amazon.com/Demons-Novel-Three-Vintage-Classics/dp/0679734511/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0679734511&pd_rd_r=TGB61PR7CBVKKN578Z0J&pd_rd_w=Fi9e2&pd_rd_wg=WYg6F&psc=1&refRID=TGB61PR7CBVKKN578Z0J,Crime and Punishment,https://www.amazon.com/Crime-Punishment-Fyodor-Dostoyevsky/dp/0486415872/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486415872&pd_rd_r=TGB61PR7CBVKKN578Z0J&pd_rd_w=Fi9e2&pd_rd_wg=WYg6F&psc=1&refRID=TGB61PR7CBVKKN578Z0J,The Double and The Gambler (Vintage Classics),https://www.amazon.com/Double-Gambler-Vintage-Classics/dp/0375719016/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0375719016&pd_rd_r=TGB61PR7CBVKKN578Z0J&pd_rd_w=Fi9e2&pd_rd_wg=WYg6F&psc=1&refRID=TGB61PR7CBVKKN578Z0J
Th̩r̬se Raquin,9780140449440,https://www.goodreads.com/buy_buttons/12/follow?book_id=110871&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.30,Madame Bovary: (Penguin Classics Deluxe Edition),https://www.amazon.com/Madame-Bovary-Penguin-Classics-Deluxe/dp/014310649X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=014310649X&pd_rd_r=ZJZKJC0S0TA1NAKFEC6T&pd_rd_w=uhjln&pd_rd_wg=Xk74f&psc=1&refRID=ZJZKJC0S0TA1NAKFEC6T,The Lover,https://www.amazon.com/Lover-Marguerite-Duras/dp/0375700528/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0375700528&pd_rd_r=ZJZKJC0S0TA1NAKFEC6T&pd_rd_w=uhjln&pd_rd_wg=Xk74f&psc=1&refRID=ZJZKJC0S0TA1NAKFEC6T,The Masterpiece (Oxford World's Classics),https://www.amazon.com/Masterpiece-Oxford-Worlds-Classics/dp/0199536910/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0199536910&pd_rd_r=ZJZKJC0S0TA1NAKFEC6T&pd_rd_w=uhjln&pd_rd_wg=Xk74f&psc=1&refRID=ZJZKJC0S0TA1NAKFEC6T,The Overachievers: The Secret Lives of Driven Kids,https://www.amazon.com/Overachievers-Secret-Lives-Driven-Kids/dp/140130902X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=140130902X&pd_rd_r=ZJZKJC0S0TA1NAKFEC6T&pd_rd_w=uhjln&pd_rd_wg=Xk74f&psc=1&refRID=ZJZKJC0S0TA1NAKFEC6T,Germinal (Penguin Classics),https://www.amazon.com/Germinal-Penguin-Classics-%C3%89mile-Zola/dp/0140447423/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140447423&pd_rd_r=ZJZKJC0S0TA1NAKFEC6T&pd_rd_w=uhjln&pd_rd_wg=Xk74f&psc=1&refRID=ZJZKJC0S0TA1NAKFEC6T
Sentimental Education,9780140447972,https://www.goodreads.com/buy_buttons/12/follow?book_id=2183&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.93,Lost Illusions (Modern Library Classics),https://www.amazon.com/Lost-Illusions-Modern-Library-Classics/dp/0375757902/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0375757902&pd_rd_r=8PWXQN4G7TXCRD3TKD74&pd_rd_w=PmQVA&pd_rd_wg=OWkf3&psc=1&refRID=8PWXQN4G7TXCRD3TKD74,The Masterpiece (Oxford World's Classics),https://www.amazon.com/Masterpiece-Oxford-Worlds-Classics/dp/0199536910/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0199536910&pd_rd_r=8PWXQN4G7TXCRD3TKD74&pd_rd_w=PmQVA&pd_rd_wg=OWkf3&psc=1&refRID=8PWXQN4G7TXCRD3TKD74,Madame Bovary: (Penguin Classics Deluxe Edition),https://www.amazon.com/Madame-Bovary-Penguin-Classics-Deluxe/dp/014310649X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=014310649X&pd_rd_r=8PWXQN4G7TXCRD3TKD74&pd_rd_w=PmQVA&pd_rd_wg=OWkf3&psc=1&refRID=8PWXQN4G7TXCRD3TKD74,The Red and the Black (Penguin Classics),https://www.amazon.com/Red-Black-Penguin-Classics/dp/0140447644/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140447644&pd_rd_r=8PWXQN4G7TXCRD3TKD74&pd_rd_w=PmQVA&pd_rd_wg=OWkf3&psc=1&refRID=8PWXQN4G7TXCRD3TKD74,Three Tales (Penguin Classics),https://www.amazon.com/Three-Penguin-Classics-Gustave-Flaubert/dp/0140448004/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140448004&pd_rd_r=8PWXQN4G7TXCRD3TKD74&pd_rd_w=PmQVA&pd_rd_wg=OWkf3&psc=1&refRID=8PWXQN4G7TXCRD3TKD74
The House of the Dead,9780486434094,https://www.goodreads.com/buy_buttons/6/follow?book_id=17877,,,,,,,,,,,
The Gambler,9780812966930,https://www.goodreads.com/buy_buttons/15/follow?book_id=12857&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$14.00,The Idiot (Wordsworth Classics),https://www.amazon.com/Idiot-Wordsworth-Classics-Fyodor-Dostoyevsky/dp/1853261750/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1853261750&pd_rd_r=9EJCWE8DFR58BNTZJX6A&pd_rd_w=Qv5Dt&pd_rd_wg=ufTI4&psc=1&refRID=9EJCWE8DFR58BNTZJX6A,The Brothers Karamazov (Dover Thrift Editions),https://www.amazon.com/Brothers-Karamazov-Dover-Thrift-Editions/dp/0486437914/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486437914&pd_rd_r=9EJCWE8DFR58BNTZJX6A&pd_rd_w=Qv5Dt&pd_rd_wg=ufTI4&psc=1&refRID=9EJCWE8DFR58BNTZJX6A,The Double (Dover Thrift Editions),https://www.amazon.com/Double-Dover-Thrift-Editions/dp/0486295729/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486295729&pd_rd_r=9EJCWE8DFR58BNTZJX6A&pd_rd_w=Qv5Dt&pd_rd_wg=ufTI4&psc=1&refRID=9EJCWE8DFR58BNTZJX6A,Crime and Punishment,https://www.amazon.com/Crime-Punishment-Fyodor-Dostoyevsky/dp/0486415872/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486415872&pd_rd_r=9EJCWE8DFR58BNTZJX6A&pd_rd_w=Qv5Dt&pd_rd_wg=ufTI4&psc=1&refRID=9EJCWE8DFR58BNTZJX6A,The House of the Dead (Dover Thrift Editions),https://www.amazon.com/House-Dead-Dover-Thrift-Editions/dp/0486434095/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486434095&pd_rd_r=9EJCWE8DFR58BNTZJX6A&pd_rd_w=Qv5Dt&pd_rd_wg=ufTI4&psc=1&refRID=9EJCWE8DFR58BNTZJX6A
Alice's Adventures in Wonderland,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=6324090&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$2.86,,,,,,,,,,
Po̬mes Saturniens,9782253098300,https://www.goodreads.com/buy_buttons/12/follow?book_id=1519706&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.95,L'Affaire du chevalier de La Barre/ L'Affaire Lally (Folio 2 Euros) (French Edition),https://www.amazon.com/LAffaire-chevalier-Barre-Lally-French/dp/2070359948/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=2070359948&pd_rd_r=E0RMX0ZCPMVDJA7SBWD1&pd_rd_w=b7AD8&pd_rd_wg=T6gho&psc=1&refRID=E0RMX0ZCPMVDJA7SBWD1,,,,,,,,
The Flowers of Evil,9781503217706,https://www.goodreads.com/buy_buttons/12/follow?book_id=23660930&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$18.99,Arthur Rimbaud: Complete Works,https://www.amazon.com/Arthur-Rimbaud-Complete-Works/dp/0061561770/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0061561770&pd_rd_r=G0KESDJDZB1PQDSTPA81&pd_rd_w=KyRXs&pd_rd_wg=kspQa&psc=1&refRID=G0KESDJDZB1PQDSTPA81,Paris Spleen,https://www.amazon.com/Paris-Spleen-Charles-Baudelaire/dp/1420950193/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1420950193&pd_rd_r=G0KESDJDZB1PQDSTPA81&pd_rd_w=KyRXs&pd_rd_wg=kspQa&psc=1&refRID=G0KESDJDZB1PQDSTPA81,The Metamorphosis and Other Stories (Dover Thrift Editions),https://www.amazon.com/Metamorphosis-Other-Stories-Thrift-Editions/dp/0486290301/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486290301&pd_rd_r=G0KESDJDZB1PQDSTPA81&pd_rd_w=KyRXs&pd_rd_wg=kspQa&psc=1&refRID=G0KESDJDZB1PQDSTPA81,"The Flowers of Evil - Complete, 1",https://www.amazon.com/Flowers-Evil-Complete-1/dp/1945054719/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1945054719&pd_rd_r=G0KESDJDZB1PQDSTPA81&pd_rd_w=KyRXs&pd_rd_wg=kspQa&psc=1&refRID=G0KESDJDZB1PQDSTPA81,No Longer Human,https://www.amazon.com/No-Longer-Human-Osamu-Dazai/dp/0811204812/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0811204812&pd_rd_r=G0KESDJDZB1PQDSTPA81&pd_rd_w=KyRXs&pd_rd_wg=kspQa&psc=1&refRID=G0KESDJDZB1PQDSTPA81
Goblin Market,9780811816496,https://www.goodreads.com/buy_buttons/12/follow?book_id=430788&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.95,,,,,,,,,,
Incidents in the Life of a Slave Girl,9780486419312,https://www.goodreads.com/buy_buttons/12/follow?book_id=152519&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$5.00,Narrative of the Life of Frederick Douglass,https://www.amazon.com/Narrative-Life-Frederick-Douglass/dp/0486284999/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486284999&pd_rd_r=90A3054NPDJJEZXHAPTD&pd_rd_w=Yejn6&pd_rd_wg=KVKbC&psc=1&refRID=90A3054NPDJJEZXHAPTD,When I Was a Slave: Memoirs from the Slave Narrative Collection (Dover Thrift Editions),https://www.amazon.com/When-Was-Slave-Narrative-Collection/dp/0486420701/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486420701&pd_rd_r=90A3054NPDJJEZXHAPTD&pd_rd_w=Yejn6&pd_rd_wg=KVKbC&psc=1&refRID=90A3054NPDJJEZXHAPTD,"Running a Thousand Miles for Freedom: Or, the Escape of William and Ellen Craft from Slavery (Dover Thrift Editions)",https://www.amazon.com/Running-Thousand-Miles-Freedom-Editions/dp/0486793486/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486793486&pd_rd_r=90A3054NPDJJEZXHAPTD&pd_rd_w=Yejn6&pd_rd_wg=KVKbC&psc=1&refRID=90A3054NPDJJEZXHAPTD,12 Years a Slave,https://www.amazon.com/12-Years-Slave-Solomon-Northup/dp/1631680021/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1631680021&pd_rd_r=90A3054NPDJJEZXHAPTD&pd_rd_w=Yejn6&pd_rd_wg=KVKbC&psc=1&refRID=90A3054NPDJJEZXHAPTD,Battle Lines: A Graphic History of the Civil War,https://www.amazon.com/Battle-Lines-Graphic-History-Civil/dp/0809094746/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0809094746&pd_rd_r=90A3054NPDJJEZXHAPTD&pd_rd_w=Yejn6&pd_rd_wg=KVKbC&psc=1&refRID=90A3054NPDJJEZXHAPTD
The Innocents Abroad,9780812967050,https://www.goodreads.com/buy_buttons/12/follow?book_id=2443&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$13.14,Roughing It (Signet Classics),https://www.amazon.com/Roughing-Signet-Classics-Mark-Twain/dp/0451531108/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0451531108&pd_rd_r=28MYQPMXHHCG8Y8Z6A9V&pd_rd_w=v7Kgy&pd_rd_wg=ajR4z&psc=1&refRID=28MYQPMXHHCG8Y8Z6A9V,Life on the Mississippi (Modern Library Classics),https://www.amazon.com/Life-Mississippi-Modern-Library-Classics/dp/0375759379/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0375759379&pd_rd_r=28MYQPMXHHCG8Y8Z6A9V&pd_rd_w=v7Kgy&pd_rd_wg=ajR4z&psc=1&refRID=28MYQPMXHHCG8Y8Z6A9V,Mark Twain - Roughing It,https://www.amazon.com/Mark-Twain-Roughing/dp/1541019571/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1541019571&pd_rd_r=28MYQPMXHHCG8Y8Z6A9V&pd_rd_w=v7Kgy&pd_rd_wg=ajR4z&psc=1&refRID=28MYQPMXHHCG8Y8Z6A9V,A Tramp Abroad,https://www.amazon.com/Tramp-Abroad-Mark-Twain/dp/1548783218/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1548783218&pd_rd_r=28MYQPMXHHCG8Y8Z6A9V&pd_rd_w=v7Kgy&pd_rd_wg=ajR4z&psc=1&refRID=28MYQPMXHHCG8Y8Z6A9V,Roughing It,https://www.amazon.com/Roughing-Mark-Twain/dp/1981168451/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1981168451&pd_rd_r=28MYQPMXHHCG8Y8Z6A9V&pd_rd_w=v7Kgy&pd_rd_wg=ajR4z&psc=1&refRID=28MYQPMXHHCG8Y8Z6A9V
Lorna Doone,9780143039327,https://www.goodreads.com/buy_buttons/12/follow?book_id=73960&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$14.67,The Complete Father Brown Stories,https://www.amazon.com/Complete-Father-Brown-Stories/dp/1853260037/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1853260037&pd_rd_r=W55625TTFYGDMQP9VM8C&pd_rd_w=mInYh&pd_rd_wg=kg1s6&psc=1&refRID=W55625TTFYGDMQP9VM8C,Wind in the Willows (Wordsworth Classics) (Wordsworth Collection),https://www.amazon.com/Wind-Willows-Wordsworth-Classics-Collection/dp/1853260177/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1853260177&pd_rd_r=W55625TTFYGDMQP9VM8C&pd_rd_w=mInYh&pd_rd_wg=kg1s6&psc=1&refRID=W55625TTFYGDMQP9VM8C,Ivanhoe (Penguin Classics),https://www.amazon.com/Ivanhoe-Penguin-Classics-Walter-Scott/dp/0140436588/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140436588&pd_rd_r=W55625TTFYGDMQP9VM8C&pd_rd_w=mInYh&pd_rd_wg=kg1s6&psc=1&refRID=W55625TTFYGDMQP9VM8C,Agnes Grey (Wordsworth Classics),https://www.amazon.com/Agnes-Grey-Wordsworth-Classics-Bronte/dp/1853262161/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1853262161&pd_rd_r=W55625TTFYGDMQP9VM8C&pd_rd_w=mInYh&pd_rd_wg=kg1s6&psc=1&refRID=W55625TTFYGDMQP9VM8C,Cranford & Other Stories (Wordsworth Classics),https://www.amazon.com/Cranford-Other-Stories-Wordsworth-Classics/dp/1840224517/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1840224517&pd_rd_r=W55625TTFYGDMQP9VM8C&pd_rd_w=mInYh&pd_rd_wg=kg1s6&psc=1&refRID=W55625TTFYGDMQP9VM8C
"Can You Forgive Her? (Palliser, #1)",9780140430868,https://www.goodreads.com/buy_buttons/15/follow?book_id=374371&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$14.24,Phineas Finn (Oxford World's Classics),https://www.amazon.com/Phineas-Finn-Oxford-Worlds-Classics/dp/0199581436/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0199581436&pd_rd_r=PNE3PWNZXXS2P602BGQ5&pd_rd_w=uhFKR&pd_rd_wg=WfhdF&psc=1&refRID=PNE3PWNZXXS2P602BGQ5,The Prime Minister (Oxford World's Classics),https://www.amazon.com/Prime-Minister-Oxford-Worlds-Classics/dp/0199587191/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0199587191&pd_rd_r=PNE3PWNZXXS2P602BGQ5&pd_rd_w=uhFKR&pd_rd_wg=WfhdF&psc=1&refRID=PNE3PWNZXXS2P602BGQ5,The Eustace Diamonds (Penguin Classics),https://www.amazon.com/Eustace-Diamonds-Penguin-Classics/dp/0141441208/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0141441208&pd_rd_r=PNE3PWNZXXS2P602BGQ5&pd_rd_w=uhFKR&pd_rd_wg=WfhdF&psc=1&refRID=PNE3PWNZXXS2P602BGQ5,The Duke's Children (Oxford World's Classics),https://www.amazon.com/Dukes-Children-Oxford-Worlds-Classics/dp/0199578389/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0199578389&pd_rd_r=PNE3PWNZXXS2P602BGQ5&pd_rd_w=uhFKR&pd_rd_wg=WfhdF&psc=1&refRID=PNE3PWNZXXS2P602BGQ5,The Way We Live Now (Wordsworth Classics),https://www.amazon.com/Way-Live-Now-Wordsworth-Classics/dp/1853262552/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1853262552&pd_rd_r=PNE3PWNZXXS2P602BGQ5&pd_rd_w=uhFKR&pd_rd_wg=WfhdF&psc=1&refRID=PNE3PWNZXXS2P602BGQ5
Alice's Adventures in Wonderland & Through the Looking-Glass,9780451527745,https://www.goodreads.com/buy_buttons/12/follow?book_id=24213&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,Peter Pan,https://www.amazon.com/Peter-Pan-J-M-Barrie/dp/142095248X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=142095248X&pd_rd_r=D80XBHWJTKWJ1QRHQBRE&pd_rd_w=PAlMP&pd_rd_wg=rAibY&psc=1&refRID=D80XBHWJTKWJ1QRHQBRE,Little Princess (Wordsworth Children's Classics) (Wordsworth Collection),https://www.amazon.com/Princess-Wordsworth-Childrens-Classics-Collection/dp/185326136X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=185326136X&pd_rd_r=D80XBHWJTKWJ1QRHQBRE&pd_rd_w=PAlMP&pd_rd_wg=rAibY&psc=1&refRID=D80XBHWJTKWJ1QRHQBRE,Rickshaw Girl,https://www.amazon.com/Rickshaw-Girl-Mitali-Perkins/dp/1580893090/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1580893090&pd_rd_r=D80XBHWJTKWJ1QRHQBRE&pd_rd_w=PAlMP&pd_rd_wg=rAibY&psc=1&refRID=D80XBHWJTKWJ1QRHQBRE,The Wonderful Wizard of Oz (Signet Classics),https://www.amazon.com/Wonderful-Wizard-Oz-Signet-Classics/dp/0451530292/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0451530292&pd_rd_r=D80XBHWJTKWJ1QRHQBRE&pd_rd_w=PAlMP&pd_rd_wg=rAibY&psc=1&refRID=D80XBHWJTKWJ1QRHQBRE,Don Quixote (Signet Classics),https://www.amazon.com/Quixote-Signet-Classics-Cervantes-Saavedra/dp/0451532295/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0451532295&pd_rd_r=D80XBHWJTKWJ1QRHQBRE&pd_rd_w=PAlMP&pd_rd_wg=rAibY&psc=1&refRID=D80XBHWJTKWJ1QRHQBRE
Maldoror and the Complete Works,9781878972125,https://www.goodreads.com/buy_buttons/12/follow?book_id=157687&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$17.95,Nadja,https://www.amazon.com/Nadja-Andr%C3%A9-Breton/dp/0802150268/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0802150268&pd_rd_r=YXVCYY9VTX43N1MCYEJG&pd_rd_w=9RzEy&pd_rd_wg=nBxb3&psc=1&refRID=YXVCYY9VTX43N1MCYEJG,Modern Classics Story of the Eye (Penguin Classics),https://www.amazon.com/Modern-Classics-Story-Eye-Penguin/dp/0141185384/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0141185384&pd_rd_r=YXVCYY9VTX43N1MCYEJG&pd_rd_w=9RzEy&pd_rd_wg=nBxb3&psc=1&refRID=YXVCYY9VTX43N1MCYEJG,Against Nature (A Rebours) (Penguin Classics),https://www.amazon.com/Against-Nature-Rebours-Penguin-Classics/dp/0140447636/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140447636&pd_rd_r=YXVCYY9VTX43N1MCYEJG&pd_rd_w=9RzEy&pd_rd_wg=nBxb3&psc=1&refRID=YXVCYY9VTX43N1MCYEJG,The Flowers of Evil (Oxford World's Classics) (English and French Edition),https://www.amazon.com/Flowers-Oxford-Worlds-Classics-English/dp/0199535582/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0199535582&pd_rd_r=YXVCYY9VTX43N1MCYEJG&pd_rd_w=9RzEy&pd_rd_wg=nBxb3&psc=1&refRID=YXVCYY9VTX43N1MCYEJG,The King in the Golden Mask,https://www.amazon.com/King-Golden-Mask-Marcel-Schwob/dp/1939663237/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1939663237&pd_rd_r=YXVCYY9VTX43N1MCYEJG&pd_rd_w=9RzEy&pd_rd_wg=nBxb3&psc=1&refRID=YXVCYY9VTX43N1MCYEJG
The Insulted and Humiliated,9780898751048,https://www.goodreads.com/buy_buttons/12/follow?book_id=329803&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$34.95,,,,,,,,,,
The Last Chronicle of Barset (Chronicles of Barsetshire #6),9780140437522,https://www.goodreads.com/buy_buttons/12/follow?book_id=149789&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,The Small House at Allington (Penguin Classics),https://www.amazon.com/Small-House-Allington-Penguin-Classics/dp/0140433252/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140433252&pd_rd_r=NEF59ESJPJ3MNVAW79HP&pd_rd_w=ePQsF&pd_rd_wg=sE7sq&psc=1&refRID=NEF59ESJPJ3MNVAW79HP,Framley Parsonage (Penguin English Library),https://www.amazon.com/Framley-Parsonage-Penguin-English-Library/dp/0140432132/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0140432132&pd_rd_r=NEF59ESJPJ3MNVAW79HP&pd_rd_w=ePQsF&pd_rd_wg=sE7sq&psc=1&refRID=NEF59ESJPJ3MNVAW79HP,Doctor Thorne: The Chronicles of Barsetshire (Oxford World's Classics),https://www.amazon.com/Doctor-Thorne-Chronicles-Barsetshire-Classics/dp/0198785631/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0198785631&pd_rd_r=NEF59ESJPJ3MNVAW79HP&pd_rd_w=ePQsF&pd_rd_wg=sE7sq&psc=1&refRID=NEF59ESJPJ3MNVAW79HP,The Warden (Penguin Classics),https://www.amazon.com/Warden-Penguin-Classics-Anthony-Trollope/dp/0140432140/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0140432140&pd_rd_r=NEF59ESJPJ3MNVAW79HP&pd_rd_w=ePQsF&pd_rd_wg=sE7sq&psc=1&refRID=NEF59ESJPJ3MNVAW79HP,Barchester Towers (Oxford World's Classics),https://www.amazon.com/Barchester-Towers-Oxford-Worlds-Classics/dp/0199665869/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199665869&pd_rd_r=NEF59ESJPJ3MNVAW79HP&pd_rd_w=ePQsF&pd_rd_wg=sE7sq&psc=1&refRID=NEF59ESJPJ3MNVAW79HP
